order_id,order_date,customer_segment,dc,lines,units,value_usd,promised_date,shipped_date,on_time
ORD-51104,2024-04-13,retail-chain,PDX-1,13,351,14929,2024-04-19,2024-04-23,no
ORD-51107,2024-04-13,retail-chain,PDX-1,14,266,9853,2024-04-17,2024-04-17,yes
ORD-51110,2024-04-13,independent,CMH-1,4,92,2730,2024-04-19,2024-04-19,yes
ORD-51113,2024-04-13,independent,CMH-1,7,245,8637,2024-04-16,2024-04-16,yes
ORD-51116,2024-04-13,ecommerce,CMH-1,4,136,5652,2024-04-16,2024-04-16,yes
ORD-51118,2024-04-14,ecommerce,CMH-1,13,494,10928,2024-04-18,2024-04-18,yes
ORD-51119,2024-04-14,ecommerce,PDX-1,12,324,12991,2024-04-19,2024-04-21,no
ORD-51122,2024-04-14,retail-chain,RNO-1,7,266,13246,2024-04-18,2024-04-20,no
ORD-51125,2024-04-14,retail-chain,CMH-1,11,99,4461,2024-04-19,2024-04-23,no
ORD-51128,2024-04-15,ecommerce,PDX-1,8,248,13551,2024-04-19,2024-04-23,no
ORD-51131,2024-04-15,b2b-direct,PDX-1,11,220,3643,2024-04-20,2024-04-20,yes
ORD-51134,2024-04-15,b2b-direct,RNO-1,11,187,6702,2024-04-19,2024-04-19,yes
ORD-51135,2024-04-15,b2b-direct,PDX-1,8,128,3063,2024-04-21,2024-04-21,yes
ORD-51137,2024-04-16,ecommerce,RNO-1,3,111,4466,2024-04-19,2024-04-19,yes
ORD-51139,2024-04-16,ecommerce,PDX-1,9,360,3410,2024-04-22,2024-04-22,yes
ORD-51141,2024-04-16,ecommerce,CMH-1,2,10,260,2024-04-20,2024-04-20,yes
ORD-51142,2024-04-16,b2b-direct,PDX-1,4,32,1405,2024-04-19,2024-04-23,no
ORD-51145,2024-04-17,ecommerce,RNO-1,14,406,21998,2024-04-23,2024-04-23,yes
ORD-51147,2024-04-17,independent,PDX-1,14,420,18700,2024-04-21,2024-04-21,yes
ORD-51148,2024-04-17,b2b-direct,PDX-1,6,198,2907,2024-04-21,2024-04-21,yes
ORD-51151,2024-04-17,independent,CMH-1,7,77,1329,2024-04-23,2024-04-23,yes
ORD-51152,2024-04-17,retail-chain,CMH-1,4,8,382,2024-04-23,2024-04-24,no
ORD-51153,2024-04-18,b2b-direct,CMH-1,11,319,9092,2024-04-24,2024-04-24,yes
ORD-51155,2024-04-18,independent,RNO-1,6,216,6790,2024-04-21,2024-04-23,no
ORD-51157,2024-04-18,ecommerce,PDX-1,6,18,816,2024-04-21,2024-04-21,yes
ORD-51159,2024-04-18,b2b-direct,CMH-1,8,248,11606,2024-04-22,2024-04-22,yes
ORD-51160,2024-04-19,ecommerce,CMH-1,6,18,476,2024-04-24,2024-04-25,no
ORD-51163,2024-04-19,independent,PDX-1,1,26,797,2024-04-22,2024-04-23,no
ORD-51165,2024-04-19,independent,PDX-1,12,276,11736,2024-04-23,2024-04-23,yes
ORD-51167,2024-04-19,ecommerce,PDX-1,11,374,17374,2024-04-22,2024-04-22,yes
ORD-51170,2024-04-19,b2b-direct,RNO-1,10,250,9231,2024-04-24,2024-04-25,no
ORD-51172,2024-04-19,retail-chain,PDX-1,11,363,18197,2024-04-25,2024-04-26,no
ORD-51173,2024-04-20,ecommerce,RNO-1,13,260,14105,2024-04-26,2024-04-26,yes
ORD-51176,2024-04-20,ecommerce,PDX-1,12,156,7069,2024-04-23,2024-04-23,yes
ORD-51179,2024-04-20,b2b-direct,RNO-1,2,34,688,2024-04-26,2024-04-26,yes
ORD-51180,2024-04-20,b2b-direct,PDX-1,1,39,1983,2024-04-25,2024-04-01,no
ORD-51182,2024-04-20,ecommerce,CMH-1,1,23,1073,2024-04-26,2024-04-27,no
ORD-51184,2024-04-20,retail-chain,PDX-1,6,24,651,2024-04-23,2024-04-23,yes
ORD-51185,2024-04-21,b2b-direct,PDX-1,10,390,14896,2024-04-27,2024-05-03,no
ORD-51188,2024-04-21,retail-chain,CMH-1,14,406,14883,2024-04-24,2024-04-28,no
ORD-51191,2024-04-21,ecommerce,RNO-1,11,407,10338,2024-04-26,2024-04-26,yes
ORD-51194,2024-04-21,independent,RNO-1,8,160,3297,2024-04-26,2024-05-02,no
ORD-51195,2024-04-21,ecommerce,RNO-1,3,42,1837,2024-04-24,2024-04-28,no
ORD-51198,2024-04-21,independent,RNO-1,9,342,8575,2024-04-27,2024-04-27,yes
ORD-51201,2024-04-21,retail-chain,CMH-1,6,222,2714,2024-04-25,2024-04-01,no
ORD-51202,2024-04-22,b2b-direct,CMH-1,10,390,16022,2024-04-27,2024-04-27,yes
ORD-51205,2024-04-22,b2b-direct,RNO-1,12,480,4746,2024-04-26,2024-04-26,yes
ORD-51207,2024-04-22,b2b-direct,RNO-1,12,240,3671,2024-04-28,2024-04-28,yes
ORD-51208,2024-04-22,ecommerce,RNO-1,12,132,1697,2024-04-25,2024-04-27,no
ORD-51209,2024-04-22,b2b-direct,PDX-1,13,338,7424,2024-04-27,2024-04-27,yes
ORD-51211,2024-04-22,independent,PDX-1,12,348,12774,2024-04-25,2024-04-25,yes
ORD-51212,2024-04-23,b2b-direct,PDX-1,4,156,8550,2024-04-28,2024-04-28,yes
ORD-51214,2024-04-23,b2b-direct,RNO-1,9,18,414,2024-04-27,2024-04-27,yes
ORD-51215,2024-04-23,ecommerce,CMH-1,13,221,6584,2024-04-28,2024-04-28,yes
ORD-51217,2024-04-24,retail-chain,RNO-1,6,222,3569,2024-04-27,2024-04-27,yes
ORD-51219,2024-04-24,b2b-direct,PDX-1,4,64,1302,2024-04-28,2024-04-28,yes
ORD-51222,2024-04-24,independent,RNO-1,6,12,415,2024-04-27,2024-04-27,yes
ORD-51225,2024-04-24,ecommerce,PDX-1,12,336,15894,2024-04-27,2024-05-03,no
ORD-51228,2024-04-25,independent,RNO-1,5,145,5356,2024-04-01,2024-05-03,no
ORD-51231,2024-04-25,b2b-direct,CMH-1,1,32,745,2024-04-01,2024-04-01,yes
ORD-51234,2024-04-25,ecommerce,RNO-1,13,52,823,2024-04-28,2024-04-28,yes
ORD-51237,2024-04-25,retail-chain,PDX-1,7,42,528,2024-05-02,2024-05-06,no
ORD-51239,2024-04-25,b2b-direct,RNO-1,5,35,1747,2024-04-01,2024-04-01,yes
ORD-51242,2024-04-25,ecommerce,CMH-1,13,403,22101,2024-04-28,2024-04-28,yes
ORD-51243,2024-04-25,b2b-direct,RNO-1,10,20,312,2024-04-28,2024-04-28,yes
ORD-51246,2024-04-25,ecommerce,CMH-1,13,247,6844,2024-05-02,2024-05-02,yes
ORD-51249,2024-04-26,independent,PDX-1,12,420,22137,2024-04-01,2024-05-02,no
ORD-51252,2024-04-26,b2b-direct,PDX-1,4,104,1842,2024-05-02,2024-05-02,yes
ORD-51254,2024-04-26,independent,CMH-1,12,348,12095,2024-05-04,2024-05-06,no
ORD-51257,2024-04-26,retail-chain,RNO-1,14,252,9492,2024-05-02,2024-05-02,yes
ORD-51259,2024-04-27,retail-chain,PDX-1,12,204,5194,2024-05-03,2024-05-03,yes
ORD-51262,2024-04-27,b2b-direct,CMH-1,1,20,296,2024-05-04,2024-05-04,yes
ORD-51263,2024-04-27,b2b-direct,RNO-1,5,195,10435,2024-05-03,2024-05-05,no
ORD-51264,2024-04-27,ecommerce,RNO-1,1,7,116,2024-05-02,2024-05-03,no
ORD-51266,2024-04-28,ecommerce,RNO-1,10,340,5648,2024-05-04,2024-05-06,no
ORD-51269,2024-04-28,retail-chain,PDX-1,13,273,8450,2024-05-04,2024-05-04,yes
ORD-51272,2024-04-28,independent,RNO-1,5,170,4392,2024-05-04,2024-05-06,no
ORD-51274,2024-04-28,b2b-direct,CMH-1,11,308,11457,2024-05-04,2024-05-04,yes
ORD-51277,2024-04-28,b2b-direct,PDX-1,12,396,5173,2024-05-04,2024-05-04,yes
ORD-51278,2024-04-28,ecommerce,RNO-1,5,105,5531,2024-05-06,2024-05-06,yes
ORD-51279,2024-04-28,b2b-direct,CMH-1,11,429,23526,2024-05-03,2024-05-07,no
ORD-51280,2024-04-28,ecommerce,CMH-1,3,72,3551,2024-05-03,2024-05-03,yes
ORD-51282,2024-04-29,ecommerce,PDX-1,3,99,3345,2024-05-04,2024-05-04,yes
ORD-51284,2024-04-29,b2b-direct,PDX-1,13,156,8504,2024-05-05,2024-05-05,yes
ORD-51285,2024-04-29,b2b-direct,PDX-1,10,150,5122,2024-05-05,2024-05-09,no
ORD-51287,2024-04-29,b2b-direct,CMH-1,13,234,9738,2024-05-05,2024-05-09,no
ORD-51290,2024-04-29,independent,RNO-1,7,119,1198,2024-05-04,2024-05-04,yes
ORD-51291,2024-04-29,ecommerce,CMH-1,13,416,12368,2024-05-05,2024-05-05,yes
ORD-51292,2024-04-29,b2b-direct,CMH-1,3,90,1644,2024-05-04,2024-05-04,yes
ORD-51294,2024-04-29,retail-chain,CMH-1,2,36,1301,2024-05-05,2024-05-07,no
ORD-51297,2024-04-30,b2b-direct,CMH-1,12,264,10949,2024-05-05,2024-05-05,yes
ORD-51298,2024-04-30,independent,RNO-1,8,216,10430,2024-05-06,2024-05-06,yes
ORD-51301,2024-04-30,b2b-direct,RNO-1,4,136,5549,2024-05-06,2024-05-06,yes
ORD-51303,2024-05-01,b2b-direct,CMH-1,6,174,4404,2024-05-07,2024-05-07,yes
ORD-51305,2024-05-01,retail-chain,RNO-1,2,46,812,2024-05-05,2024-05-05,yes
ORD-51307,2024-05-01,retail-chain,RNO-1,9,99,1631,2024-05-04,2024-05-05,no
ORD-51309,2024-05-02,independent,CMH-1,4,116,5264,2024-05-06,2024-05-06,yes
ORD-51311,2024-05-02,retail-chain,PDX-1,10,110,1054,2024-05-06,2024-05-07,no
ORD-51313,2024-05-02,independent,RNO-1,8,216,4209,2024-05-08,2024-05-08,yes
ORD-51316,2024-05-03,b2b-direct,RNO-1,11,275,13729,2024-05-08,2024-05-10,no
ORD-51318,2024-05-03,retail-chain,CMH-1,13,91,2819,2024-05-06,2024-05-06,yes
ORD-51321,2024-05-03,ecommerce,RNO-1,3,108,3954,2024-05-06,2024-05-06,yes
ORD-51324,2024-05-03,ecommerce,RNO-1,11,55,1851,2024-05-08,2024-05-08,yes
ORD-51325,2024-05-03,independent,RNO-1,8,56,3043,2024-05-06,2024-05-06,yes
ORD-51328,2024-05-03,independent,CMH-1,3,36,813,2024-05-06,2024-05-10,no
ORD-51329,2024-05-03,independent,CMH-1,1,30,297,2024-05-09,2024-05-11,no
ORD-51332,2024-05-04,b2b-direct,PDX-1,9,54,1831,2024-05-07,2024-05-07,yes
ORD-51333,2024-05-04,retail-chain,CMH-1,11,352,12978,2024-05-07,2024-05-07,yes
ORD-51335,2024-05-04,retail-chain,PDX-1,7,273,5308,2024-05-07,2024-05-07,yes
ORD-51336,2024-05-04,retail-chain,CMH-1,2,38,344,2024-05-08,2024-05-08,yes
ORD-51339,2024-05-04,independent,RNO-1,4,52,962,2024-05-09,2024-05-09,yes
ORD-51340,2024-05-04,independent,CMH-1,10,370,8523,2024-05-10,2024-05-10,yes
ORD-51341,2024-05-04,retail-chain,PDX-1,4,144,3356,2024-05-07,2024-05-07,yes
ORD-51342,2024-05-05,independent,RNO-1,8,320,8345,2024-05-09,2024-05-11,no
ORD-51344,2024-05-05,retail-chain,PDX-1,4,8,422,2024-05-09,2024-05-13,no
ORD-51345,2024-05-05,ecommerce,RNO-1,1,18,795,2024-05-08,2024-05-09,no
ORD-51348,2024-05-05,b2b-direct,PDX-1,12,444,21502,2024-05-09,2024-05-10,no
ORD-51351,2024-05-05,ecommerce,RNO-1,7,266,4391,2024-05-11,2024-05-11,yes
ORD-51354,2024-05-05,independent,PDX-1,6,228,2590,2024-05-09,2024-05-10,no
ORD-51355,2024-05-05,independent,PDX-1,3,45,851,2024-05-08,2024-05-10,no
ORD-51357,2024-05-05,retail-chain,PDX-1,2,40,1162,2024-05-09,2024-05-09,yes
ORD-51358,2024-05-06,ecommerce,CMH-1,11,187,2655,2024-05-11,2024-05-11,yes
ORD-51360,2024-05-06,b2b-direct,CMH-1,3,57,2397,2024-05-10,2024-05-11,no
ORD-51363,2024-05-06,ecommerce,RNO-1,5,160,5769,2024-05-12,2024-05-12,yes
ORD-51366,2024-05-06,ecommerce,RNO-1,1,18,485,2024-05-11,2024-05-12,no
ORD-51368,2024-05-07,retail-chain,PDX-1,9,270,12981,2024-05-11,2024-05-11,yes
ORD-51371,2024-05-07,b2b-direct,PDX-1,11,44,965,2024-05-12,2024-05-14,no
ORD-51373,2024-05-07,ecommerce,RNO-1,12,60,848,2024-05-10,2024-05-10,yes
ORD-51376,2024-05-07,retail-chain,RNO-1,10,130,1415,2024-05-11,2024-05-11,yes
ORD-51377,2024-05-07,b2b-direct,CMH-1,7,119,1367,2024-05-11,2024-05-11,yes
ORD-51378,2024-05-07,independent,RNO-1,14,266,5326,2024-05-11,2024-05-11,yes
ORD-51381,2024-05-07,b2b-direct,PDX-1,8,192,2425,2024-05-12,2024-05-16,no
ORD-51382,2024-05-07,ecommerce,CMH-1,14,154,6229,2024-05-10,2024-05-10,yes
ORD-51383,2024-05-08,ecommerce,PDX-1,6,42,1632,2024-05-14,2024-05-15,no
ORD-51384,2024-05-08,retail-chain,RNO-1,8,104,3276,2024-05-12,2024-05-12,yes
ORD-51387,2024-05-08,b2b-direct,RNO-1,6,240,9077,2024-05-13,2024-05-15,no
ORD-51389,2024-05-08,retail-chain,PDX-1,14,238,7997,2024-05-13,2024-05-15,no
ORD-51390,2024-05-08,independent,PDX-1,10,380,7212,2024-05-12,2024-05-12,yes
ORD-51392,2024-05-08,b2b-direct,RNO-1,6,228,10277,2024-05-12,2024-05-16,no
ORD-51393,2024-05-08,retail-chain,CMH-1,2,4,216,2024-05-11,2024-05-15,no
ORD-51394,2024-05-09,independent,CMH-1,4,124,4525,2024-05-14,2024-05-18,no
ORD-51396,2024-05-09,b2b-direct,PDX-1,14,406,5591,2024-05-12,2024-05-12,yes
ORD-51398,2024-05-09,b2b-direct,CMH-1,3,24,217,2024-05-13,2024-05-13,yes
ORD-51399,2024-05-09,ecommerce,RNO-1,7,154,3280,2024-05-13,2024-05-13,yes
ORD-51402,2024-05-09,ecommerce,RNO-1,13,195,6142,2024-05-12,2024-05-16,no
ORD-51403,2024-05-09,independent,PDX-1,2,76,2051,2024-05-13,2024-05-13,yes
ORD-51404,2024-05-09,independent,PDX-1,12,264,13397,2024-05-13,2024-05-13,yes
ORD-51406,2024-05-09,retail-chain,CMH-1,3,66,1479,2024-05-12,2024-05-12,yes
ORD-51408,2024-05-10,independent,PDX-1,8,264,4195,2024-05-16,2024-05-20,no
ORD-51409,2024-05-10,independent,PDX-1,8,256,13489,2024-05-15,2024-05-15,yes
ORD-51412,2024-05-10,ecommerce,RNO-1,5,20,986,2024-05-16,2024-05-20,no
ORD-51414,2024-05-10,retail-chain,RNO-1,1,40,418,2024-05-13,2024-05-13,yes
ORD-51415,2024-05-10,retail-chain,CMH-1,12,480,17912,2024-05-15,2024-05-15,yes
ORD-51416,2024-05-10,ecommerce,CMH-1,7,245,6478,2024-05-14,2024-05-14,yes
ORD-51419,2024-05-10,retail-chain,RNO-1,12,312,16175,2024-05-13,2024-05-14,no
ORD-51420,2024-05-11,independent,RNO-1,7,189,2133,2024-05-17,2024-05-17,yes
ORD-51422,2024-05-11,independent,CMH-1,3,84,1830,2024-05-16,2024-05-16,yes
ORD-51423,2024-05-11,retail-chain,RNO-1,9,54,1981,2024-05-14,2024-05-14,yes
ORD-51425,2024-05-12,ecommerce,CMH-1,13,468,17109,2024-05-16,2024-05-16,yes
ORD-51427,2024-05-12,ecommerce,PDX-1,1,18,646,2024-05-15,2024-05-15,yes
ORD-51430,2024-05-12,retail-chain,CMH-1,8,208,3457,2024-05-15,2024-05-15,yes
ORD-51432,2024-05-12,independent,CMH-1,8,96,2312,2024-05-18,2024-05-18,yes
ORD-51435,2024-05-12,independent,CMH-1,5,40,1524,2024-05-17,2024-05-17,yes
ORD-51438,2024-05-12,retail-chain,PDX-1,2,74,900,2024-05-17,2024-05-19,no
ORD-51439,2024-05-12,ecommerce,PDX-1,13,130,2081,2024-05-18,2024-05-20,no
ORD-51441,2024-05-12,ecommerce,CMH-1,13,481,15675,2024-05-15,2024-05-16,no
ORD-51443,2024-05-13,retail-chain,RNO-1,14,98,2373,2024-05-17,2024-05-17,yes
ORD-51444,2024-05-13,independent,PDX-1,13,39,1523,2024-05-16,2024-05-16,yes
ORD-51445,2024-05-13,independent,CMH-1,2,54,2414,2024-05-17,2024-05-19,no
ORD-51447,2024-05-13,independent,RNO-1,4,16,797,2024-05-16,2024-05-16,yes
ORD-51449,2024-05-13,independent,CMH-1,7,77,1198,2024-05-16,2024-05-16,yes
ORD-51452,2024-05-13,independent,RNO-1,5,10,464,2024-05-16,2024-05-16,yes
ORD-51455,2024-05-13,b2b-direct,RNO-1,8,16,822,2024-05-18,2024-05-19,no
ORD-51457,2024-05-13,independent,RNO-1,11,374,17572,2024-05-17,2024-05-17,yes
ORD-51460,2024-05-14,independent,CMH-1,5,20,471,2024-05-17,2024-05-17,yes
ORD-51462,2024-05-14,b2b-direct,CMH-1,14,280,7433,2024-05-17,2024-05-17,yes
ORD-51465,2024-05-14,b2b-direct,CMH-1,12,480,15992,2024-05-17,2024-05-17,yes
ORD-51468,2024-05-14,independent,CMH-1,6,66,1184,2024-05-17,2024-05-17,yes
ORD-51471,2024-05-14,b2b-direct,CMH-1,9,126,3024,2024-05-18,2024-05-18,yes
ORD-51474,2024-05-14,independent,RNO-1,3,60,1199,2024-05-18,2024-05-19,no
ORD-51475,2024-05-15,independent,CMH-1,5,130,5364,2024-05-18,2024-05-18,yes
ORD-51478,2024-05-15,ecommerce,RNO-1,13,182,5828,2024-05-19,2024-05-23,no
ORD-51480,2024-05-15,retail-chain,RNO-1,4,148,2440,2024-05-18,2024-05-18,yes
ORD-51483,2024-05-15,independent,RNO-1,14,126,6346,2024-05-18,2024-05-22,no
ORD-51485,2024-05-15,b2b-direct,PDX-1,13,325,4932,2024-05-21,2024-05-21,yes
ORD-51488,2024-05-16,independent,CMH-1,2,36,555,2024-05-19,2024-05-19,yes
ORD-51491,2024-05-16,retail-chain,PDX-1,6,30,1353,2024-05-20,2024-05-20,yes
ORD-51492,2024-05-16,retail-chain,CMH-1,6,78,1297,2024-05-19,2024-05-19,yes
ORD-51494,2024-05-17,ecommerce,PDX-1,6,222,7463,2024-05-20,2024-05-20,yes
ORD-51496,2024-05-17,retail-chain,CMH-1,8,88,4102,2024-05-21,2024-05-21,yes
ORD-51498,2024-05-17,independent,CMH-1,7,91,962,2024-05-23,2024-05-27,no
ORD-51501,2024-05-17,ecommerce,RNO-1,14,252,13188,2024-05-20,2024-05-20,yes
ORD-51502,2024-05-17,ecommerce,CMH-1,5,100,2996,2024-05-21,2024-05-21,yes
ORD-51503,2024-05-17,b2b-direct,PDX-1,3,111,2191,2024-05-21,2024-05-21,yes
ORD-51505,2024-05-17,b2b-direct,RNO-1,5,65,2981,2024-05-22,2024-05-26,no
ORD-51508,2024-05-18,ecommerce,RNO-1,7,217,9294,2024-05-22,2024-05-24,no
ORD-51510,2024-05-18,ecommerce,PDX-1,4,144,5969,2024-05-23,2024-05-24,no
ORD-51511,2024-05-18,ecommerce,RNO-1,6,66,956,2024-05-23,2024-05-24,no
ORD-51514,2024-05-19,ecommerce,PDX-1,14,518,12454,2024-05-25,2024-05-26,no
ORD-51516,2024-05-19,independent,CMH-1,10,130,3578,2024-05-22,2024-05-26,no
ORD-51519,2024-05-19,retail-chain,CMH-1,14,98,3358,2024-05-23,2024-05-23,yes
ORD-51522,2024-05-19,b2b-direct,PDX-1,12,48,2435,2024-05-25,2024-05-25,yes
ORD-51524,2024-05-20,b2b-direct,RNO-1,12,240,10973,2024-05-25,2024-05-27,no
ORD-51526,2024-05-20,ecommerce,RNO-1,8,256,13212,2024-05-26,2024-05-27,no
ORD-51527,2024-05-20,independent,PDX-1,4,132,6920,2024-05-24,2024-05-24,yes
ORD-51530,2024-05-20,retail-chain,RNO-1,7,70,757,2024-05-24,2024-05-24,yes
ORD-51532,2024-05-21,b2b-direct,RNO-1,2,78,1293,2024-05-25,2024-05-25,yes
ORD-51533,2024-05-21,independent,PDX-1,4,84,2415,2024-05-25,2024-05-01,no
ORD-51535,2024-05-21,retail-chain,CMH-1,13,364,14308,2024-05-27,2024-05-27,yes
ORD-51538,2024-05-21,independent,CMH-1,2,16,361,2024-05-25,2024-05-25,yes
ORD-51540,2024-05-21,independent,RNO-1,9,279,14800,2024-05-25,2024-05-25,yes
ORD-51543,2024-05-22,ecommerce,PDX-1,9,297,7751,2024-05-26,2024-05-27,no
ORD-51545,2024-05-22,ecommerce,PDX-1,1,18,300,2024-05-26,2024-05-28,no
ORD-51547,2024-05-22,b2b-direct,PDX-1,10,90,4274,2024-05-26,2024-05-27,no
ORD-51550,2024-05-22,b2b-direct,CMH-1,3,54,2346,2024-05-26,2024-05-28,no
ORD-51552,2024-05-22,retail-chain,RNO-1,3,48,2376,2024-05-26,2024-05-27,no
ORD-51553,2024-05-23,independent,CMH-1,3,87,1369,2024-05-01,2024-05-01,yes
ORD-51556,2024-05-23,ecommerce,RNO-1,9,126,4284,2024-05-27,2024-05-27,yes
ORD-51557,2024-05-23,ecommerce,PDX-1,1,5,229,2024-05-27,2024-05-27,yes
ORD-51560,2024-05-23,b2b-direct,RNO-1,4,148,4563,2024-05-27,2024-05-27,yes
ORD-51561,2024-05-23,ecommerce,CMH-1,14,378,13597,2024-05-01,2024-05-01,yes
ORD-51564,2024-05-23,ecommerce,PDX-1,7,203,3196,2024-05-26,2024-05-26,yes
ORD-51566,2024-05-24,independent,CMH-1,14,182,5353,2024-05-27,2024-05-27,yes
ORD-51569,2024-05-24,independent,CMH-1,5,170,1963,2024-05-28,2024-05-28,yes
ORD-51570,2024-05-24,ecommerce,PDX-1,14,476,22064,2024-05-01,2024-06-05,no
ORD-51573,2024-05-25,independent,PDX-1,14,140,6316,2024-05-28,2024-06-04,no
ORD-51574,2024-05-25,ecommerce,RNO-1,3,93,1979,2024-06-02,2024-06-03,no
ORD-51576,2024-05-25,independent,CMH-1,7,231,2781,2024-06-03,2024-06-03,yes
ORD-51579,2024-05-25,retail-chain,RNO-1,2,22,200,2024-05-28,2024-06-02,no
ORD-51581,2024-05-25,independent,RNO-1,3,18,374,2024-06-02,2024-06-02,yes
ORD-51583,2024-05-25,independent,PDX-1,14,154,7153,2024-05-28,2024-05-01,no
ORD-51584,2024-05-26,retail-chain,CMH-1,1,3,80,2024-06-04,2024-06-04,yes
ORD-51586,2024-05-26,ecommerce,RNO-1,13,78,3896,2024-05-01,2024-05-01,yes
ORD-51587,2024-05-26,b2b-direct,CMH-1,3,66,818,2024-05-01,2024-06-03,no
ORD-51589,2024-05-26,b2b-direct,PDX-1,10,30,901,2024-06-03,2024-06-04,no
ORD-51590,2024-05-27,b2b-direct,PDX-1,1,22,933,2024-06-03,2024-06-03,yes
ORD-51593,2024-05-27,independent,CMH-1,2,72,1463,2024-06-02,2024-06-02,yes
ORD-51594,2024-05-27,ecommerce,PDX-1,11,209,6178,2024-06-03,2024-06-03,yes
ORD-51597,2024-05-27,ecommerce,CMH-1,3,30,504,2024-06-05,2024-06-06,no
ORD-51600,2024-05-27,b2b-direct,RNO-1,14,182,4714,2024-06-03,2024-06-03,yes
ORD-51601,2024-05-27,b2b-direct,PDX-1,5,80,872,2024-06-05,2024-06-05,yes
ORD-51604,2024-05-27,retail-chain,RNO-1,6,240,5906,2024-06-03,2024-06-03,yes
ORD-51605,2024-05-28,b2b-direct,CMH-1,8,208,8506,2024-06-06,2024-06-07,no
ORD-51606,2024-05-28,independent,PDX-1,8,24,255,2024-06-05,2024-06-05,yes
ORD-51609,2024-05-28,b2b-direct,RNO-1,6,156,3460,2024-06-03,2024-06-03,yes
ORD-51611,2024-05-28,ecommerce,RNO-1,13,312,9705,2024-06-03,2024-06-03,yes
ORD-51613,2024-05-28,ecommerce,PDX-1,8,152,2346,2024-06-05,2024-06-05,yes
ORD-51616,2024-05-28,independent,CMH-1,5,195,5369,2024-06-06,2024-06-07,no
ORD-51619,2024-05-29,independent,RNO-1,1,31,568,2024-06-04,2024-06-04,yes
ORD-51621,2024-05-29,ecommerce,CMH-1,8,72,1892,2024-06-07,2024-06-08,no
ORD-51622,2024-05-29,b2b-direct,RNO-1,9,225,3992,2024-06-05,2024-06-06,no
ORD-51624,2024-05-29,ecommerce,PDX-1,8,312,15902,2024-06-07,2024-06-09,no
ORD-51627,2024-05-30,b2b-direct,CMH-1,7,42,440,2024-06-05,2024-06-05,yes
ORD-51629,2024-05-30,b2b-direct,RNO-1,8,296,9184,2024-06-06,2024-06-10,no
ORD-51630,2024-05-30,retail-chain,CMH-1,13,247,7868,2024-06-08,2024-06-09,no
ORD-51631,2024-05-30,ecommerce,RNO-1,2,16,348,2024-06-06,2024-06-06,yes
ORD-51633,2024-05-30,ecommerce,CMH-1,10,160,4547,2024-06-08,2024-06-10,no
ORD-51636,2024-05-30,independent,CMH-1,3,93,5089,2024-06-05,2024-06-05,yes
ORD-51638,2024-05-31,ecommerce,CMH-1,6,78,2839,2024-06-07,2024-06-11,no
ORD-51640,2024-05-31,independent,RNO-1,9,63,2607,2024-06-06,2024-06-06,yes
ORD-51641,2024-05-31,b2b-direct,CMH-1,9,261,10743,2024-06-08,2024-06-08,yes
ORD-51643,2024-05-31,independent,RNO-1,8,272,2854,2024-06-07,2024-06-07,yes
ORD-51645,2024-05-31,b2b-direct,RNO-1,11,121,3046,2024-06-08,2024-06-08,yes
ORD-51648,2024-05-31,retail-chain,PDX-1,7,280,3405,2024-06-09,2024-06-10,no
ORD-51651,2024-05-31,independent,PDX-1,14,70,2016,2024-06-07,2024-06-09,no
ORD-51653,2024-06-01,retail-chain,CMH-1,5,200,2889,2024-06-05,2024-06-05,yes
ORD-51654,2024-06-01,retail-chain,PDX-1,9,81,1766,2024-06-06,2024-06-06,yes
ORD-51655,2024-06-01,b2b-direct,CMH-1,14,42,1914,2024-06-04,2024-06-05,no
ORD-51656,2024-06-01,b2b-direct,PDX-1,10,150,3821,2024-06-05,2024-06-05,yes
ORD-51657,2024-06-01,independent,PDX-1,8,32,1087,2024-06-05,2024-06-09,no
ORD-51660,2024-06-01,independent,RNO-1,13,156,3673,2024-06-04,2024-06-04,yes
ORD-51662,2024-06-01,ecommerce,PDX-1,6,36,501,2024-06-06,2024-06-07,no
ORD-51665,2024-06-02,ecommerce,RNO-1,7,266,13213,2024-06-07,2024-06-07,yes
ORD-51667,2024-06-02,b2b-direct,CMH-1,4,48,970,2024-06-07,2024-06-07,yes
ORD-51670,2024-06-02,ecommerce,RNO-1,7,84,1595,2024-06-07,2024-06-08,no
ORD-51671,2024-06-02,independent,CMH-1,12,156,6131,2024-06-05,2024-06-05,yes
ORD-51674,2024-06-02,b2b-direct,RNO-1,14,56,848,2024-06-05,2024-06-07,no
ORD-51676,2024-06-03,independent,PDX-1,5,30,621,2024-06-07,2024-06-09,no
ORD-51678,2024-06-03,b2b-direct,CMH-1,8,32,1036,2024-06-09,2024-06-09,yes
ORD-51681,2024-06-03,b2b-direct,RNO-1,1,20,314,2024-06-08,2024-06-08,yes
ORD-51683,2024-06-03,independent,RNO-1,5,125,5187,2024-06-08,2024-06-08,yes
ORD-51686,2024-06-03,retail-chain,PDX-1,13,455,5370,2024-06-08,2024-06-08,yes
ORD-51688,2024-06-03,independent,RNO-1,13,273,6691,2024-06-08,2024-06-10,no
ORD-51690,2024-06-04,ecommerce,RNO-1,12,456,12874,2024-06-08,2024-06-08,yes
ORD-51692,2024-06-04,independent,RNO-1,5,155,2609,2024-06-09,2024-06-09,yes
